platform,market_id,title,category,start_date,close_date,resolution_date,status,outcome,resolution_source,raw_url,volume,liquidity,yes_price,no_price,source,ingested_at,snapshot_time,close_time
kalshi,KXMVESPORTSMULTIGAMEEXTENDED-S2026274D5174C7C,"yes Belgium,yes Spain,yes Uruguay,yes Argentina,yes France,yes Norway,yes Portugal,yes Over 1.5 goals scored,yes Over 2.5 goals scored",unknown,2026-06-14T08:18:37Z,2026-06-29T19:00:00Z,2026-06-29T19:00:00Z,active,,,https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026274D5174C7C-AEBE4D882C9,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVESPORTSMULTIGAMEEXTENDED-S202615E69F104E9,"yes Max Meyer: 3+,yes Paul Skenes: 4+,yes Trevor Rogers: 2+,yes Walker Buehler: 2+,yes Emerson Hancock: 2+,yes Will Warren: 3+,yes Bryce Elder: 2+,yes Freddy Peralta: 3+,yes Zac Gallen: 3+,yes Andrew Abbott: 2+,yes Spencer Arrighetti: 3+,yes Stephen Kolek: 2+,yes Emmet Sheehan: 3+,yes Kyle Harrison: 4+,yes Cristopher Sánchez: 4+,yes Taj Bradley: 3+,yes Michael McGreevy: 2+,yes Jeffrey Springs: 3+,yes Colin Rea: 2+,yes Logan Webb: 3+,yes Connelly Early: 3+",unknown,2026-06-14T08:18:37Z,2026-06-17T16:15:00Z,2026-06-17T16:15:00Z,active,,,https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202615E69F104E9-FB17C711026,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVECROSSCATEGORY-S20265DDAE2E15CD,"yes Los Angeles D,yes Mookie Betts: 1+,yes Shohei Ohtani: 1+,yes Emmet Sheehan: 3+",unknown,2026-06-14T08:18:37Z,2026-06-17T18:10:00Z,2026-06-17T18:10:00Z,active,,,https://kalshi.com/markets/KXMVECROSSCATEGORY-S20265DDAE2E15CD-738364CAAA7,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVESPORTSMULTIGAMEEXTENDED-S2026D27E21EF93D,"yes Los Angeles D,yes Shohei Ohtani: 1+,yes Over 6.5 runs scored,yes Over 12.5 runs scored",unknown,2026-06-14T08:18:36Z,2026-06-17T18:10:00Z,2026-06-17T18:10:00Z,active,,,https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026D27E21EF93D-BFEA249F5CA,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVECROSSCATEGORY-S2026C2B37721EE5,"yes Josh Hokit,yes Sean O'Malley,yes Mauricio Ruffy,yes Ilia Topuria,yes Florian Wirtz: 1+,yes Jamal Musiala: 1+,yes Kai Havertz: 1+,yes Germany wins by over 2.5 goals,yes Over 1.5 goals scored,yes Over 2.5 goals scored,yes Over 2.5 goals scored,yes Atlanta,yes New York,yes Over 154.5 points scored,yes Over 157.5 points scored",unknown,2026-06-14T08:18:36Z,2026-06-29T01:00:00Z,2026-06-29T01:00:00Z,active,,,https://kalshi.com/markets/KXMVECROSSCATEGORY-S2026C2B37721EE5-94ADDF60C61,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVESPORTSMULTIGAMEEXTENDED-S2026A60EA83B914,"yes A's,yes Josh Hokit,yes Diego Lopes,yes Bo Nickal,yes Sean O'Malley,yes Alex Pereira,yes Mauricio Ruffy,yes Ilia Topuria",unknown,2026-06-14T08:18:36Z,2026-06-17T19:05:00Z,2026-06-17T19:05:00Z,active,,,https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026A60EA83B914-835AC0FF6CC,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVESPORTSMULTIGAMEEXTENDED-S202681EAFF226AC,"yes New York Y,yes Atlanta,yes Tampa Bay,yes Over 8.5 runs scored,yes Over 7.5 runs scored",unknown,2026-06-14T08:18:36Z,2026-06-17T17:37:00Z,2026-06-17T17:37:00Z,active,,,https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202681EAFF226AC-454A10FB406,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVESPORTSMULTIGAMEEXTENDED-S202648AC276A4BE,"yes Josh Hokit,yes Diego Lopes,yes Bo Nickal,yes Aiemann Zahabi,yes Alex Pereira,yes Mauricio Ruffy,yes Justin Gaethje,yes KO/TKO/DQ,yes Decision,yes Decision",unknown,2026-06-14T08:18:36Z,2026-06-29T01:00:00Z,2026-06-29T01:00:00Z,active,,,https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S202648AC276A4BE-93F43DBA05C,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVESPORTSMULTIGAMEEXTENDED-S2026E2FAE0C98F5,"yes Josh Hokit,yes Kyle Daukaus,yes Ciryl Gane,yes KO/TKO/DQ,yes Decision,yes Decision,yes Submission",unknown,2026-06-14T08:18:36Z,2026-06-29T01:00:00Z,2026-06-29T01:00:00Z,active,,,https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026E2FAE0C98F5-ECC523D83ED,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVESPORTSMULTIGAMEEXTENDED-S2026F261DC953ED,"yes Germany,yes Sweden,yes Belgium,yes Spain,yes Over 0.5 goals scored,yes Over 2.5 goals scored,yes Over 0.5 goals scored,yes Over 2.5 goals scored",unknown,2026-06-14T08:18:36Z,2026-06-28T17:00:00Z,2026-06-28T17:00:00Z,active,,,https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026F261DC953ED-B9C0B10A799,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVESPORTSMULTIGAMEEXTENDED-S20264641EEB7FB0,"yes Spain,yes Argentina,yes France,yes Norway,yes Over 0.5 goals scored,yes Over 1.5 goals scored,yes Over 0.5 goals scored,yes Over 0.5 goals scored,yes Over 0.5 goals scored,yes Over 0.5 goals scored",unknown,2026-06-14T08:18:36Z,2026-06-29T16:00:00Z,2026-06-29T16:00:00Z,active,,,https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S20264641EEB7FB0-9A7B5112734,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVESPORTSMULTIGAMEEXTENDED-S2026332152C97E6,"yes Both Teams To Score,yes Germany,yes Belgium,yes Spain,yes Uruguay,yes Argentina,yes France,yes Norway,yes England,yes Portugal,yes Colombia,yes Canada,yes Czechia,yes Mexico,yes Switzerland,yes Brazil,yes USA,yes Germany,yes Netherlands",unknown,2026-06-14T08:18:36Z,2026-06-28T20:00:00Z,2026-06-28T20:00:00Z,active,,,https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026332152C97E6-23FC1B42981,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVESPORTSMULTIGAMEEXTENDED-S2026443DBBB1C0B,"yes Max Meyer: 3+,yes Paul Skenes: 4+,yes Walker Buehler: 2+,yes Emerson Hancock: 2+,yes Will Warren: 3+,yes Freddy Peralta: 3+,yes Zac Gallen: 3+,yes Andrew Abbott: 2+,yes Emmet Sheehan: 3+,yes Cristopher Sánchez: 4+,yes Connelly Early: 4+,no Toronto wins by over 3.5 runs,no Chicago WS wins by over 3.5 runs,yes Over 2.5 runs scored,yes Over 5.5 runs scored,yes Over 4.5 runs scored,yes Over 3.5 runs scored,yes Over 4.5 runs scored,yes Over 4.5 runs scored,yes Over 3.5 runs scored,yes Over 3.5 runs scored,yes Over 3.5 runs scored,yes Over 4.5 runs scored,no Vegas wins by over 2.5 goals,yes Over 3.5 goals scored,yes Josh Hokit,yes Bo Nickal,yes Mauricio Ruffy,yes Ilia Topuria,yes Both Teams To Score,yes Germany,yes Netherlands,yes Over 149.5 points scored",unknown,2026-06-14T08:18:36Z,2026-06-17T16:15:00Z,2026-06-17T16:15:00Z,active,,,https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026443DBBB1C0B-1140A7F4631,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVECROSSCATEGORY-S2026E193178018F,"yes Bryce Harper: 2+,yes Kyle Schwarber: 2+,yes Trea Turner: 2+",unknown,2026-06-14T08:18:35Z,2026-06-17T18:10:00Z,2026-06-17T18:10:00Z,active,,,https://kalshi.com/markets/KXMVECROSSCATEGORY-S2026E193178018F-98C8A64304E,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
kalshi,KXMVESPORTSMULTIGAMEEXTENDED-S2026C2D725C83E2,"yes Derrick Lewis,yes Kyle Daukaus,yes Alex Pereira,yes Mauricio Ruffy,yes Ilia Topuria,yes KO/TKO/DQ",unknown,2026-06-14T08:18:35Z,2026-06-29T01:00:00Z,2026-06-29T01:00:00Z,active,,,https://kalshi.com/markets/KXMVESPORTSMULTIGAMEEXTENDED-S2026C2D725C83E2-64B1663424C,0.0,0.0,0.0,1.0,kalshi_api,2026-06-14T08:18:41.057025+00:00,2026-06-14T08:18:42.886352+00:00,
